3.069020000000000306e-07 1.373179999999999961e-14
3.071740000000000744e-07 1.851689999999999921e-14
3.074449999999999846e-07 2.494649999999999940e-14
3.077170000000000813e-07 2.188610000000000039e-14
3.079890000000000721e-07 2.083209999999999865e-14
3.082600000000000352e-07 2.009949999999999933e-14
3.085320000000000790e-07 1.906110000000000044e-14
3.088040000000000698e-07 1.917700000000000061e-14
3.090750000000000329e-07 1.450070000000000151e-14
3.093470000000000767e-07 1.589199999999999870e-14
3.096190000000000675e-07 1.501229999999999981e-14
3.098900000000000306e-07 1.466179999999999855e-14
3.101620000000000744e-07 1.721730000000000152e-14
3.104340000000001181e-07 2.055519999999999922e-14
3.107050000000000283e-07 1.671530000000000086e-14
3.109770000000000721e-07 1.269150000000000043e-14
3.112490000000000629e-07 1.326099999999999993e-14
3.115210000000000537e-07 1.635580000000000123e-14
3.117920000000000698e-07 1.557219999999999851e-14
3.120640000000000606e-07 1.398950000000000062e-14
3.123360000000000514e-07 1.351630000000000074e-14
3.126070000000000675e-07 1.332759999999999986e-14
3.128790000000000583e-07 1.520040000000000142e-14
3.131510000000000491e-07 1.628920000000000129e-14
3.134220000000000652e-07 1.605279999999999926e-14
3.136940000000001089e-07 1.541140000000000111e-14
3.139659999999999938e-07 1.623759999999999864e-14
3.142370000000000629e-07 1.706689999999999971e-14
3.145090000000001066e-07 1.803609999999999976e-14
3.147810000000000445e-07 1.950840000000000122e-14
3.150520000000001135e-07 2.036389999999999944e-14
3.153239999999999984e-07 2.251839999999999925e-14
3.155960000000000422e-07 2.357310000000000118e-14
3.158670000000001112e-07 2.370669999999999846e-14
3.161390000000000491e-07 2.408939999999999894e-14
3.164110000000000399e-07 2.342790000000000032e-14
3.166830000000000836e-07 2.230979999999999976e-14
3.169540000000000997e-07 2.237040000000000079e-14
3.172260000000000376e-07 2.359159999999999941e-14
3.174980000000000813e-07 2.457839999999999880e-14
3.177690000000000974e-07 2.487080000000000016e-14
3.180410000000000353e-07 2.530990000000000053e-14
3.183130000000001319e-07 2.443860000000000075e-14
3.185840000000000951e-07 2.406350000000000142e-14
3.188560000000000859e-07 2.570780000000000015e-14
3.191280000000001296e-07 2.708399999999999912e-14
3.193990000000000399e-07 2.795650000000000058e-14
3.196710000000000307e-07 2.912570000000000230e-14
3.199430000000000744e-07 3.017310000000000272e-14
3.202140000000000376e-07 3.046749999999999740e-14
3.204860000000000284e-07 2.996059999999999857e-14
3.207580000000000721e-07 2.944819999999999916e-14
3.210290000000000353e-07 2.914530000000000128e-14
3.213010000000000261e-07 2.883050000000000019e-14
3.215730000000001228e-07 2.986609999999999832e-14
3.218450000000000077e-07 3.140129999999999692e-14
3.221160000000000767e-07 3.123359999999999855e-14
3.223880000000001205e-07 2.998330000000000109e-14
3.226600000000000583e-07 2.818210000000000015e-14
3.229310000000000744e-07 2.715259999999999870e-14
3.232030000000001182e-07 2.566959999999999886e-14
3.234750000000000560e-07 2.480430000000000115e-14
3.237460000000000721e-07 2.399790000000000130e-14
3.240180000000000629e-07 2.375269999999999960e-14
3.242900000000000537e-07 2.552049999999999965e-14
3.245610000000000698e-07 2.672430000000000079e-14
3.248330000000001136e-07 2.700689999999999951e-14
3.251050000000000514e-07 2.692380000000000098e-14
